host_time_s,time_us,seq,frame_type,leg_id,flags,raw_target_x_cm,raw_target_y_cm,target_x_cm,target_y_cm,actual_x_cm,actual_y_cm,error_y_cm,fy_total_n,fy_up_n,fy_sag_n,swing_unload_n,support_y_bias_cm,stance_entry_ramp,stance_support_ramp,sag_rescue,tau_ff_knee_nm,gait_cmd_vx_mps,gait_cmd_wz_radps,gait_target_stride_cm,gait_target_lift_cm,gait_stride_cm,gait_lift_cm,wheel_leg_base_mps,wheel_leg_turn_mps,roll_err_filt_deg,pitch_err_filt_deg,comp_scale,vibration_scale,support_force_bias_leg0_n,support_force_bias_leg1_n,support_force_bias_leg2_n,support_force_bias_leg3_n
1783989434.419,52509000,160,1,0,0,10.0,25.175657272338867,10.0,25.175657272338867,9.027349472045898,25.65079689025879,-0.47513842582702637,29.831995010375977,44.32839584350586,0.0,0.0,0.1756570041179657,1.0,1.0,0.0,-0.8304014205932617,,,,,,,,,,,,,,,,
1783989434.437,52523000,161,1,1,0,10.0,24.824201583862305,10.0,24.824201583862305,9.16474723815918,24.99928855895996,-0.17508715391159058,41.86855697631836,47.24663162231445,0.0,0.0,-0.17579852044582367,1.0,1.0,0.0,1.2225817441940308,,,,,,,,,,,,,,,,
1783989434.455,52540000,162,1,2,0,10.0,24.700000762939453,10.0,24.700000762939453,9.018138885498047,24.629112243652344,0.07088780403137207,47.26882553100586,45.233245849609375,0.0,0.0,-0.30000001192092896,1.0,1.0,0.0,-1.386515736579895,,,,,,,,,,,,,,,,
1783989434.478,52559000,163,1,3,0,10.0,25.41069793701172,10.0,25.41069793701172,9.061322212219238,25.922452926635742,-0.5117565393447876,36.48170852661133,52.22420883178711,0.0,0.0,0.4106983542442322,1.0,1.0,0.0,1.0250822305679321,,,,,,,,,,,,,,,,
1783989434.502,52581000,164,2,255,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,2.450000047683716,0.0,0.0,1.5090186595916748,3.2383716106414795,0.7264677882194519,1.0,0.42132437229156494,-0.42132437229156494,-1.600000023841858,2.0511221885681152
1783989434.528,52605000,165,1,0,0,10.0,25.175884246826172,10.0,25.175884246826172,9.029447555541992,25.65053367614746,-0.47464966773986816,29.96725845336914,44.327491760253906,0.0,0.0,0.17588470876216888,1.0,1.0,0.0,-0.8347173929214478,,,,,,,,,,,,,,,,
1783989434.530,52632000,166,1,1,0,10.0,24.82455062866211,10.0,24.82455062866211,9.167065620422363,24.998342514038086,-0.17379224300384521,41.65216064453125,47.25053787231445,0.0,0.0,-0.17544905841350555,1.0,1.0,0.0,1.215795874595642,,,,,,,,,,,,,,,,
1783989434.562,52652000,167,1,2,0,10.0,24.700000762939453,10.0,24.700000762939453,9.01758861541748,24.62886619567871,0.07113516330718994,47.56264877319336,45.233245849609375,0.0,0.0,-0.30000001192092896,1.0,1.0,0.0,-1.3962762355804443,,,,,,,,,,,,,,,,
1783989434.579,52666000,168,1,3,0,10.0,25.4097843170166,10.0,25.4097843170166,9.063077926635742,25.92239761352539,-0.5126118659973145,36.81206130981445,52.221771240234375,0.0,0.0,0.4097840487957001,1.0,1.0,0.0,1.036200761795044,,,,,,,,,,,,,,,,
1783989434.595,52682000,169,2,255,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,2.450000047683716,0.0,0.0,1.5074427127838135,3.224818706512451,0.7228988409042358,1.0,0.4145849347114563,-0.4145849347114563,-1.600000023841858,2.0341708660125732
1783989434.617,52699000,170,1,0,0,10.0,25.173809051513672,10.0,25.173809051513672,9.026800155639648,25.651920318603516,-0.47811269760131836,29.928234100341797,44.32075119018555,0.0,0.0,0.1738085001707077,1.0,1.0,0.0,-0.8336641192436218,,,,,,,,,,,,,,,,
