host_time_s,time_us,seq,frame_type,leg_id,flags,raw_target_x_cm,raw_target_y_cm,target_x_cm,target_y_cm,actual_x_cm,actual_y_cm,error_y_cm,fy_total_n,fy_up_n,fy_sag_n,swing_unload_n,support_y_bias_cm,stance_entry_ramp,stance_support_ramp,sag_rescue,tau_ff_knee_nm,gait_cmd_vx_mps,gait_cmd_wz_radps,gait_target_stride_cm,gait_target_lift_cm,gait_stride_cm,gait_lift_cm,wheel_leg_base_mps,wheel_leg_turn_mps,roll_err_filt_deg,pitch_err_filt_deg,comp_scale,vibration_scale,support_force_bias_leg0_n,support_force_bias_leg1_n,support_force_bias_leg2_n,support_force_bias_leg3_n
1783983651.365,76309000,36,1,0,0,10.0,25.466201782226562,10.0,25.466201782226562,8.959796905517578,25.934219360351562,-0.46801865100860596,32.86371612548828,47.049625396728516,0.0,0.0,0.4662012457847595,1.0,1.0,0.0,-0.9085017442703247,,,,,,,,,,,,,,,,
1783983651.391,76333000,37,1,1,0,10.0,24.700000762939453,10.0,24.700000762939453,9.241811752319336,24.793676376342773,-0.0936746597290039,43.27513885498047,46.06955337524414,0.0,0.0,-0.30000001192092896,1.0,1.0,0.0,1.2778851985931396,,,,,,,,,,,,,,,,
1783983651.392,76358000,38,1,2,0,10.0,25.408100128173828,10.0,25.408100128173828,8.926587104797363,25.58348846435547,-0.17538964748382568,44.372703552246094,49.73331069946289,0.0,0.0,0.40810078382492065,1.0,1.0,0.0,-1.2601275444030762,,,,,,,,,,,,,,,,
1783983651.427,76381000,39,1,3,0,10.0,24.700000762939453,10.0,24.700000762939453,9.427586555480957,25.186359405517578,-0.48635900020599365,33.43183135986328,47.978477478027344,0.0,0.0,-0.30000001192092896,1.0,1.0,0.0,0.982268750667572,,,,,,,,,,,,,,,,
1783983651.444,76394000,40,2,255,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,2.450000047683716,0.0,0.0,-3.900378704071045,0.585590660572052,0.8811269402503967,1.0,3.149980068206787,-1.600000023841858,2.905381679534912,-2.200000047683716
1783983651.462,76410000,41,1,0,0,10.0,25.467029571533203,10.0,25.467029571533203,8.961600303649902,25.93439483642578,-0.46736598014831543,32.7283935546875,47.05614471435547,0.0,0.0,0.46702876687049866,1.0,1.0,0.0,-0.9043775200843811,,,,,,,,,,,,,,,,
1783983651.483,76429000,42,1,1,0,10.0,24.700000762939453,10.0,24.700000762939453,9.240561485290527,24.793710708618164,-0.09370893239974976,43.334068298339844,46.06955337524414,0.0,0.0,-0.30000001192092896,1.0,1.0,0.0,1.2795699834823608,,,,,,,,,,,,,,,,
1783983651.507,76450000,43,1,2,0,10.0,25.408334732055664,10.0,25.408334732055664,8.929718971252441,25.582345962524414,-0.17401278018951416,44.25669479370117,49.734954833984375,0.0,0.0,0.4083344638347626,1.0,1.0,0.0,-1.2565656900405884,,,,,,,,,,,,,,,,
1783983651.532,76475000,44,1,3,0,10.0,24.700000762939453,10.0,24.700000762939453,9.427047729492188,25.188457489013672,-0.4884570837020874,33.24028778076172,47.978477478027344,0.0,0.0,-0.30000001192092896,1.0,1.0,0.0,0.9763294458389282,,,,,,,,,,,,,,,,
1783983651.559,76500000,45,2,255,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,2.450000047683716,0.0,0.0,-3.8919858932495117,0.5822845697402954,0.879463791847229,1.0,3.1351778507232666,-1.600000023841858,2.8944671154022217,-2.200000047683716
1783983651.561,76526000,46,1,0,0,10.0,25.464706420898438,10.0,25.464706420898438,8.96229362487793,25.93326187133789,-0.46855807304382324,32.64202880859375,47.041343688964844,0.0,0.0,0.46470677852630615,1.0,1.0,0.0,-0.9015711545944214,,,,,,,,,,,,,,,,
1783983651.594,76547000,47,1,1,0,10.0,24.700000762939453,10.0,24.700000762939453,9.240105628967285,24.7947998046875,-0.09479820728302002,43.15575408935547,46.06955337524414,0.0,0.0,-0.30000001192092896,1.0,1.0,0.0,1.2737764120101929,,,,,,,,,,,,,,,,
1783983651.612,76561000,48,1,2,0,10.0,25.4083251953125,10.0,25.4083251953125,8.926647186279297,25.5833740234375,-0.17504990100860596,44.293540954589844,49.73334503173828,0.0,0.0,0.408324271440506,1.0,1.0,0.0,-1.257376790046692,,,,,,,,,,,,,,,,
1783983651.630,76578000,49,1,3,0,10.0,24.700000762939453,10.0,24.700000762939453,9.42758846282959,25.187349319458008,-0.48734843730926514,33.259273529052734,47.978477478027344,0.0,0.0,-0.30000001192092896,1.0,1.0,0.0,0.9772020578384399,,,,,,,,,,,,,,,,
1783983651.653,76598000,50,2,255,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,2.450000047683716,0.0,0.0,-3.900848865509033,0.5850627422332764,0.8812198638916016,1.0,3.150439739227295,-1.600000023841858,2.9063634872436523,-2.200000047683716
1783983651.680,76621000,51,1,0,0,10.0,25.467071533203125,10.0,25.467071533203125,8.96044921875,25.93441390991211,-0.4673421382904053,32.76116180419922,47.05660629272461,0.0,0.0,0.46707087755203247,1.0,1.0,0.0,-0.9045798182487488,,,,,,,,,,,,,,,,
1783983651.682,76647000,52,1,1,0,10.0,24.700000762939453,10.0,24.700000762939453,9.240976333618164,24.792980194091797,-0.0929802656173706,43.0499153137207,46.06955337524414,0.0,0.0,-0.30000001192092896,1.0,1.0,0.0,1.270262598991394,,,,,,,,,,,,,,,,
1783983651.715,76668000,53,1,2,0,10.0,25.406354904174805,10.0,25.406354904174805,8.93051815032959,25.58201789855957,-0.17566382884979248,44.27429962158203,49.72322082519531,0.0,0.0,0.40635502338409424,1.0,1.0,0.0,-1.2576922178268433,,,,,,,,,,,,,,,,
1783983651.731,76682000,54,1,3,0,10.0,24.700000762939453,10.0,24.700000762939453,9.427796363830566,25.187179565429688,-0.4871785640716553,33.05453872680664,47.978477478027344,0.0,0.0,-0.30000001192092896,1.0,1.0,0.0,0.9703019261360168,,,,,,,,,,,,,,,,
1783983651.749,76698000,55,2,255,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,2.450000047683716,0.0,0.0,-3.88594913482666,0.5914077162742615,0.8782618641853333,1.0,3.1304826736450195,-1.600000023841858,2.880659580230713,-2.200000047683716
1783983651.772,76717000,56,1,0,0,10.0,25.46445083618164,10.0,25.46445083618164,8.963153839111328,25.933895111083984,-0.4694432020187378,32.72900390625,47.03664779663086,0.0,0.0,0.46445122361183167,1.0,1.0,0.0,-0.904518723487854,,,,,,,,,,,,,,,,
1783983651.798,76739000,57,1,1,0,10.0,24.700000762939453,10.0,24.700000762939453,9.242949485778809,24.792335510253906,-0.092335045337677,43.20104217529297,46.06955337524414,0.0,0.0,-0.30000001192092896,1.0,1.0,0.0,1.2756049633026123,,,,,,,,,,,,,,,,
1783983651.799,76765000,58,1,2,0,10.0,25.404834747314453,10.0,25.404834747314453,8.928857803344727,25.5826473236084,-0.1778125762939453,44.26596450805664,49.71173858642578,0.0,0.0,0.4048338234424591,1.0,1.0,0.0,-1.2575938701629639,,,,,,,,,,,,,,,,
1783983651.830,76785000,59,1,3,0,10.0,24.700000762939453,10.0,24.700000762939453,9.428470611572266,25.18697166442871,-0.4869699478149414,32.97895812988281,47.978477478027344,0.0,0.0,-0.30000001192092896,1.0,1.0,0.0,0.967352569103241,,,,,,,,,,,,,,,,
1783983651.847,76798000,60,2,255,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,2.450000047683716,0.0,0.0,-3.8918566703796387,0.5903365612030029,0.8794381618499756,1.0,3.139148235321045,-1.600000023841858,2.8901004791259766,-2.200000047683716
1783983651.864,76813000,61,1,0,0,10.0,25.465669631958008,10.0,25.465669631958008,8.960617065429688,25.934818267822266,-0.4691481590270996,32.842918395996094,47.04531478881836,0.0,0.0,0.4656687080860138,1.0,1.0,0.0,-0.9084035754203796,,,,,,,,,,,,,,,,
1783983651.886,76832000,62,1,1,0,10.0,24.700000762939453,10.0,24.700000762939453,9.240638732910156,24.793678283691406,-0.09367763996124268,43.178680419921875,46.06955337524414,0.0,0.0,-0.30000001192092896,1.0,1.0,0.0,1.2745554447174072,,,,,,,,,,,,,,,,
1783983651.909,76853000,63,1,2,0,10.0,25.40677833557129,10.0,25.40677833557129,8.927826881408691,25.583520889282227,-0.17674267292022705,44.441200256347656,49.72649002075195,0.0,0.0,0.4067787230014801,1.0,1.0,0.0,-1.2628998756408691,,,,,,,,,,,,,,,,
1783983651.936,76877000,64,1,3,0,10.0,24.700000762939453,10.0,24.700000762939453,9.426966667175293,25.18748664855957,-0.48748552799224854,32.92525100708008,47.978477478027344,0.0,0.0,-0.30000001192092896,1.0,1.0,0.0,0.9655574560165405,,,,,,,,,,,,,,,,
1783983651.939,76904000,65,2,255,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,2.450000047683716,0.0,0.0,-3.8917953968048096,0.5954347252845764,0.8794258832931519,1.0,3.141693592071533,-1.600000023841858,2.88736629486084,-2.200000047683716
1783983651.972,76925000,66,1,0,0,10.0,25.464641571044922,10.0,25.464641571044922,8.96189022064209,25.933879852294922,-0.4692375659942627,32.6233024597168,47.03792190551758,0.0,0.0,0.46464085578918457,1.0,1.0,0.0,-0.9013410806655884,,,,,,,,,,,,,,,,
1783983651.990,76940000,67,1,1,0,10.0,24.700000762939453,10.0,24.700000762939453,9.240666389465332,24.793622970581055,-0.09362250566482544,43.15415573120117,46.06955337524414,0.0,0.0,-0.30000001192092896,1.0,1.0,0.0,1.273786187171936,,,,,,,,,,,,,,,,
1783983652.010,76957000,68,1,2,0,10.0,25.405000686645508,10.0,25.405000686645508,8.928834915161133,25.582700729370117,-0.17770230770111084,44.27147674560547,49.71186828613281,0.0,0.0,0.40499982237815857,1.0,1.0,0.0,-1.2574182748794556,,,,,,,,,,,,,,,,
1783983652.034,76978000,69,1,3,0,10.0,24.700000762939453,10.0,24.700000762939453,9.42717456817627,25.188451766967773,-0.48845112323760986,33.259403228759766,47.978477478027344,0.0,0.0,-0.30000001192092896,1.0,1.0,0.0,0.9767811298370361,,,,,,,,,,,,,,,,
1783983652.060,77001000,70,2,255,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,2.450000047683716,0.0,0.0,-3.8842687606811523,0.5811491012573242,0.8779264688491821,1.0,3.1225533485412598,-1.600000023841858,2.8834376335144043,-2.200000047683716
1783983652.063,77028000,71,1,0,0,10.0,25.462806701660156,10.0,25.462806701660156,8.960917472839355,25.933324813842773,-0.4705190658569336,32.671974182128906,47.02872085571289,0.0,0.0,0.4628064036369324,1.0,1.0,0.0,-0.9027916789054871,,,,,,,,,,,,,,,,
1783983652.097,77050000,72,1,1,0,10.0,24.700000762939453,10.0,24.700000762939453,9.23967456817627,24.79451560974121,-0.09451508522033691,43.185935974121094,46.06955337524414,0.0,0.0,-0.30000001192092896,1.0,1.0,0.0,1.2746222019195557,,,,,,,,,,,,,,,,
1783983652.115,77064000,73,1,2,0,10.0,25.407283782958984,10.0,25.407283782958984,8.92819881439209,25.582828521728516,-0.1755446195602417,44.28174591064453,49.727935791015625,0.0,0.0,0.4072841703891754,1.0,1.0,0.0,-1.2572880983352661,,,,,,,,,,,,,,,,
1783983652.134,77082000,74,1,3,0,10.0,24.700000762939453,10.0,24.700000762939453,9.426445960998535,25.18729591369629,-0.4872947931289673,33.26612854003906,47.978477478027344,0.0,0.0,-0.30000001192092896,1.0,1.0,0.0,0.9767414927482605,,,,,,,,,,,,,,,,
1783983652.157,77102000,75,2,255,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,2.450000047683716,0.0,0.0,-3.8957297801971436,0.5931609272956848,0.8802068829536438,1.0,3.1466565132141113,-1.600000023841858,2.8944616317749023,-2.200000047683716
1783983652.184,77125000,76,1,0,0,10.0,25.466901779174805,10.0,25.466901779174805,8.963460922241211,25.933334350585938,-0.46643316745758057,32.84183883666992,47.05282211303711,0.0,0.0,0.4669010639190674,1.0,1.0,0.0,-0.9080309271812439,,,,,,,,,,,,,,,,
1783983652.186,77151000,77,1,1,0,10.0,24.700000762939453,10.0,24.700000762939453,9.240338325500488,24.794174194335938,-0.09417235851287842,43.22352981567383,46.06955337524414,0.0,0.0,-0.30000001192092896,1.0,1.0,0.0,1.2762718200683594,,,,,,,,,,,,,,,,
1783983652.218,77172000,78,1,2,0,10.0,25.40512466430664,10.0,25.40512466430664,8.929403305053711,25.581989288330078,-0.1768648624420166,44.215538024902344,49.715057373046875,0.0,0.0,0.4051237404346466,1.0,1.0,0.0,-1.2554943561553955,,,,,,,,,,,,,,,,
1783983652.235,77186000,79,1,3,0,10.0,24.700000762939453,10.0,24.700000762939453,9.427412033081055,25.187843322753906,-0.4878431558609009,33.12629699707031,47.978477478027344,0.0,0.0,-0.30000001192092896,1.0,1.0,0.0,0.9727175235748291,,,,,,,,,,,,,,,,
1783983652.253,77202000,80,2,255,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,2.450000047683716,0.0,0.0,-3.8861353397369385,0.5907092690467834,0.8782989382743835,1.0,3.130411386489868,-1.600000023841858,2.881300687789917,-2.200000047683716
1783983652.277,77221000,81,1,0,0,10.0,25.464406967163086,10.0,25.464406967163086,8.960428237915039,25.934337615966797,-0.469931960105896,32.66433334350586,47.03657913208008,0.0,0.0,0.4644078016281128,1.0,1.0,0.0,-0.902216911315918,,,,,,,,,,,,,,,,
1783983652.302,77243000,82,1,1,0,10.0,24.700000762939453,10.0,24.700000762939453,9.240805625915527,24.794483184814453,-0.09448230266571045,43.06931686401367,46.06955337524414,0.0,0.0,-0.30000001192092896,1.0,1.0,0.0,1.2711539268493652,,,,,,,,,,,,,,,,
1783983652.304,77270000,83,1,2,0,10.0,25.40620994567871,10.0,25.40620994567871,8.92715835571289,25.583707809448242,-0.1774996519088745,44.21681213378906,49.72141647338867,0.0,0.0,0.4062100946903229,1.0,1.0,0.0,-1.255164623260498,,,,,,,,,,,,,,,,
1783983652.335,77290000,84,1,3,0,10.0,24.700000762939453,10.0,24.700000762939453,9.427953720092773,25.186735153198242,-0.4867345094680786,33.375850677490234,47.978477478027344,0.0,0.0,-0.30000001192092896,1.0,1.0,0.0,0.9806362390518188,,,,,,,,,,,,,,,,
1783983652.351,77303000,85,2,255,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,2.450000047683716,0.0,0.0,-3.898883104324341,0.6003466844558716,0.8808313012123108,1.0,3.155305862426758,-1.600000023841858,2.8954739570617676,-2.200000047683716
1783983652.369,77318000,86,1,0,0,10.0,25.468507766723633,10.0,25.468507766723633,8.961461067199707,25.934528350830078,-0.46602189540863037,33.02580261230469,47.06147003173828,0.0,0.0,0.4685072898864746,1.0,1.0,0.0,-0.9138429164886475,,,,,,,,,,,,,,,,
1783983652.391,77337000,87,1,1,0,10.0,24.700000762939453,10.0,24.700000762939453,9.241548538208008,24.792814254760742,-0.09281337261199951,43.216957092285156,46.06955337524414,0.0,0.0,-0.30000001192092896,1.0,1.0,0.0,1.2760658264160156,,,,,,,,,,,,,,,,
