host_time_s,time_us,seq,frame_type,leg_id,flags,raw_target_x_cm,raw_target_y_cm,target_x_cm,target_y_cm,actual_x_cm,actual_y_cm,error_y_cm,fy_total_n,fy_up_n,fy_sag_n,swing_unload_n,stance_takeoff_release,stance_entry_ramp,stance_support_ramp,sag_rescue,tau_ff_knee_nm,error_x_cm,knee_torque_limit_nm,x_alignment,gait_cmd_vx_mps,gait_cmd_wz_radps,gait_target_stride_cm,gait_target_lift_cm,gait_stride_cm,gait_lift_cm,wheel_leg_base_mps,wheel_leg_turn_mps,roll_err_filt_deg,pitch_err_filt_deg,comp_scale,vibration_scale,support_force_bias_leg0_n,support_force_bias_leg1_n,support_force_bias_leg2_n,support_force_bias_leg3_n,gait_rear_x_safety_relief_cm,gait_rear_x_safety_relief_cmps,gait_sync_mps,att_enabled,att_imu_valid,att_zero_valid,att_mode,att_support_projection_mode,att_force_solution_ok,att_stance_leg_count,att_bump_request,att_roll_zero_deg,att_pitch_zero_deg,att_roll_err_deg,att_pitch_err_deg,att_roll_moment_cmd_nm,att_pitch_moment_cmd_nm,att_accel_dev_mps2,att_gyro_abs_dps,att_roll_raw_deg,att_pitch_raw_deg,att_accel_abs_mps2,ctl_chassis_mode,ctl_sys_mode,ctl_current_state,ctl_gait_running,ctl_is_zeroing,ctl_target_vx_mps,ctl_target_wz_radps,ctl_target_state,ctl_vision_vx_mps,ctl_vision_wz_radps,ctl_vision_state,ctl_vision_age_ms,ctl_vision_timeout_count,ctl_vision_rx_count,ctl_usb_rx_packet_count,ctl_vision_frame_count,ctl_auto_task_state,ctl_auto_force_stop,ctl_motion_gate_open
1784087721.696,126065000,30,1,0,0,10.0,25.0,10.0,25.0,8.653987884521484,25.365406036376953,-0.3654062747955322,32.880516052246094,43.906166076660156,0.0,0.0,0.0,1.0,1.0,0.0,-0.8983345031738281,1.3460114002227783,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784087721.720,126090000,31,1,1,0,10.0,25.0,10.0,25.0,9.018991470336914,25.29756736755371,-0.2975672483444214,38.709415435791016,47.669551849365234,0.0,0.0,0.0,1.0,1.0,0.0,1.1064553260803223,0.9810075163841248,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784087721.744,126115000,32,1,2,0,10.0,25.0,10.0,25.0,8.72192096710205,25.23469352722168,-0.23469328880310059,39.76617431640625,46.83324432373047,0.0,0.0,0.0,1.0,1.0,0.0,-1.1148804426193237,1.278078556060791,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784087721.746,126142000,33,1,3,0,10.0,25.0,10.0,25.0,8.736577987670898,25.4785213470459,-0.4785209894180298,35.599708557128906,50.1784782409668,0.0,0.0,0.0,1.0,1.0,0.0,0.9838234186172485,1.2634210586547852,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784087721.778,126162000,34,2,255,0,,,,,,,,,,,,,,,,,,,,0.20000000298023224,0.0,3.0214285850524902,2.4571428298950195,3.0214285850524902,2.4571428298950195,0.20000000298023224,0.0,0.03131061792373657,0.010930300690233707,0.020179199054837227,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784087721.789,126174000,35,3,254,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,-1.441214919090271,0.29241883754730225,0.056850552558898926,-0.02430972456932068,0.0,0.0,0.3137397766113281,0.0234061311930418,-1.384364366531372,0.26810911297798157,10.123740196228027,,,,,,,,,,,,,,,,,,,
1784087721.802,126187000,36,4,253,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,0.0,0.20000000298023224,0.0,1.0,0.20000000298023224,0.0,1.0,23.0,0.0,2.0,7.0,2.0,2.0,1.0,1.0
1784087721.871,126251000,40,1,0,0,10.0,25.0,10.0,25.0,8.609325408935547,25.43901252746582,-0.4390120506286621,34.89086151123047,48.78462600708008,0.0,0.0,0.0,0.0,0.7799999713897705,0.0,-0.9515807628631592,1.3906739950180054,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784087721.891,126269000,41,1,1,0,10.0,25.0,10.0,25.0,8.956829071044922,25.335783004760742,-0.3357827663421631,42.25162124633789,52.96616744995117,0.0,0.0,0.0,0.0,0.7799999713897705,0.0,1.2052733898162842,1.043170690536499,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784087721.911,126288000,42,1,2,0,10.0,25.0,10.0,25.0,8.648208618164062,25.27373695373535,-0.2737373113632202,43.253509521484375,52.03693771362305,0.0,0.0,0.0,0.0,0.7799999713897705,0.0,-1.2028297185897827,1.3517909049987793,18.0,0.2541978657245636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
