host_time_s,time_us,seq,frame_type,leg_id,flags,raw_target_x_cm,raw_target_y_cm,target_x_cm,target_y_cm,actual_x_cm,actual_y_cm,error_y_cm,fy_total_n,fy_up_n,fy_sag_n,swing_unload_n,support_y_bias_cm,stance_entry_ramp,stance_support_ramp,sag_rescue,tau_ff_knee_nm,gait_cmd_vx_mps,gait_cmd_wz_radps,gait_target_stride_cm,gait_target_lift_cm,gait_stride_cm,gait_lift_cm,wheel_leg_base_mps,wheel_leg_turn_mps,roll_err_filt_deg,pitch_err_filt_deg,comp_scale,vibration_scale,support_force_bias_leg0_n,support_force_bias_leg1_n,support_force_bias_leg2_n,support_force_bias_leg3_n
1783985538.142,44473000,187,1,0,0,10.0,25.002063751220703,10.0,25.002063751220703,8.931645393371582,25.434953689575195,-0.4328906536102295,30.878318786621094,43.93748092651367,0.0,0.0,0.0020631689112633467,1.0,1.0,0.0,-0.8593721985816956,,,,,,,,,,,,,,,,
1783985538.166,44492000,188,1,1,0,10.0,24.998001098632812,10.0,24.998001098632812,9.160468101501465,25.199758529663086,-0.2017587423324585,41.42753982543945,47.63880157470703,0.0,0.0,-0.0019993046298623085,1.0,1.0,0.0,1.2030816078186035,,,,,,,,,,,,,,,,
1783985538.192,44515000,189,1,2,0,10.0,25.014310836791992,10.0,25.014310836791992,8.977361679077148,25.110233306884766,-0.09592175483703613,44.08063888549805,46.91539764404297,0.0,0.0,0.014311691746115685,1.0,1.0,0.0,-1.2713910341262817,,,,,,,,,,,,,,,,
1783985538.194,44541000,190,1,3,0,10.0,24.985837936401367,10.0,24.985837936401367,8.946828842163086,25.511497497558594,-0.5256593227386475,34.14861297607422,50.0973014831543,0.0,0.0,-0.014161244966089725,1.0,1.0,0.0,0.9571932554244995,,,,,,,,,,,,,,,,
1783985538.226,44562000,191,2,255,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,2.450000047683716,0.0,0.0,-0.8427051901817322,-0.7439323663711548,0.11261734366416931,1.0,0.027564948424696922,-0.027564948424696922,0.07983878254890442,-0.07983878254890442
1783985538.246,44576000,192,1,0,0,10.0,25.001556396484375,10.0,25.001556396484375,8.930923461914062,25.433687210083008,-0.43213069438934326,30.80809783935547,43.93373107910156,0.0,0.0,0.0015572946285828948,1.0,1.0,0.0,-0.8571307063102722,,,,,,,,,,,,,,,,
1783985538.261,44592000,193,1,1,0,10.0,24.998424530029297,10.0,24.998424530029297,9.16006088256836,25.200468063354492,-0.20204484462738037,41.53828048706055,47.641807556152344,0.0,0.0,-0.0015764031559228897,1.0,1.0,0.0,1.2065763473510742,,,,,,,,,,,,,,,,
1783985538.283,44610000,194,1,2,0,10.0,25.01413917541504,10.0,25.01413917541504,8.974712371826172,25.11066436767578,-0.09652674198150635,43.93169403076172,46.91408920288086,0.0,0.0,0.01413914654403925,1.0,1.0,0.0,-1.2655885219573975,,,,,,,,,,,,,,,,
1783985538.307,44632000,195,1,3,0,10.0,24.98575210571289,10.0,24.98575210571289,8.945698738098145,25.511383056640625,-0.5256325006484985,34.003684997558594,50.09690856933594,0.0,0.0,-0.01424845028668642,1.0,1.0,0.0,0.952113926410675,,,,,,,,,,,,,,,,
1783985538.335,44657000,196,2,255,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,2.450000047683716,0.0,0.0,-0.8571752309799194,-0.7377661466598511,0.11496925354003906,1.0,0.030168360099196434,-0.030168360099196434,0.08269856125116348,-0.08269856125116348
1783985538.337,44685000,197,1,0,0,10.0,25.001922607421875,10.0,25.001922607421875,8.933213233947754,25.433021545410156,-0.431099534034729,30.7244930267334,43.93633270263672,0.0,0.0,0.0019219720270484686,1.0,1.0,0.0,-0.8545173406600952,,,,,,,,,,,,,,,,
1783985538.371,44706000,198,1,1,0,10.0,24.99793243408203,10.0,24.99793243408203,9.160259246826172,25.200307846069336,-0.2023756504058838,41.45287322998047,47.63860321044922,0.0,0.0,-0.002067907014861703,1.0,1.0,0.0,1.203766107559204,,,,,,,,,,,,,,,,
1783985538.389,44721000,199,1,2,0,10.0,25.014293670654297,10.0,25.014293670654297,8.97799015045166,25.109451293945312,-0.09515881538391113,43.78895568847656,46.91545104980469,0.0,0.0,0.014292752370238304,1.0,1.0,0.0,-1.2613946199417114,,,,,,,,,,,,,,,,
1783985538.409,44738000,200,1,3,0,10.0,24.985815048217773,10.0,24.985815048217773,8.948015213012695,25.51055908203125,-0.5247443914413452,33.95970153808594,50.096961975097656,0.0,0.0,-0.01418476365506649,1.0,1.0,0.0,0.9508038759231567,,,,,,,,,,,,,,,,
1783985538.433,44759000,201,2,255,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,2.450000047683716,0.0,0.0,-0.8492028117179871,-0.7335028052330017,0.1136694997549057,1.0,0.02923574484884739,-0.02923574484884739,0.08060105890035629,-0.08060105890035629
1783985538.460,44783000,202,1,0,0,10.0,25.001840591430664,10.0,25.001840591430664,8.934420585632324,25.430709838867188,-0.4288703203201294,30.93328094482422,43.935401916503906,0.0,0.0,0.0018412191420793533,1.0,1.0,0.0,-0.8611984848976135,,,,,,,,,,,,,,,,
1783985538.462,44809000,203,1,1,0,10.0,24.9981746673584,10.0,24.9981746673584,9.1607666015625,25.200641632080078,-0.20246654748916626,41.51401138305664,47.640384674072266,0.0,0.0,-0.0018251417204737663,1.0,1.0,0.0,1.2056668996810913,,,,,,,,,,,,,,,,
1783985538.494,44830000,204,1,2,0,10.0,25.014392852783203,10.0,25.014392852783203,8.974616050720215,25.11074447631836,-0.09635388851165771,43.91334533691406,46.91590881347656,0.0,0.0,0.014392212964594364,1.0,1.0,0.0,-1.2650524377822876,,,,,,,,,,,,,,,,
1783985538.511,44844000,205,1,3,0,10.0,24.985483169555664,10.0,24.985483169555664,8.946440696716309,25.511152267456055,-0.5256682634353638,34.031883239746094,50.09504699707031,0.0,0.0,-0.014516466297209263,1.0,1.0,0.0,0.9533166885375977,,,,,,,,,,,,,,,,
1783985538.530,44860000,206,2,255,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,2.450000047683716,0.0,0.0,-0.8664841651916504,-0.7350092530250549,0.11649908870458603,1.0,0.031808607280254364,-0.031808607280254364,0.08465936034917831,-0.08465936034917831
