host_time_s,time_us,seq,frame_type,leg_id,flags,raw_target_x_cm,raw_target_y_cm,target_x_cm,target_y_cm,actual_x_cm,actual_y_cm,error_y_cm,fy_total_n,fy_up_n,fy_sag_n,swing_unload_n,support_y_bias_cm,stance_entry_ramp,stance_support_ramp,sag_rescue,tau_ff_knee_nm,gait_cmd_vx_mps,gait_cmd_wz_radps,gait_target_stride_cm,gait_target_lift_cm,gait_stride_cm,gait_lift_cm,wheel_leg_base_mps,wheel_leg_turn_mps,roll_err_filt_deg,pitch_err_filt_deg,comp_scale,vibration_scale,support_force_bias_leg0_n,support_force_bias_leg1_n,support_force_bias_leg2_n,support_force_bias_leg3_n
1783985116.685,81415000,187,1,2,0,10.0,25.21230125427246,10.0,25.21230125427246,9.105813026428223,25.19951820373535,0.01278221607208252,48.034828186035156,47.73616027832031,0.0,0.0,0.21230216324329376,1.0,1.0,0.0,-1.398635983467102,,,,,,,,,,,,,,,,
1783985116.712,81437000,188,1,3,0,10.0,24.787206649780273,10.0,24.787206649780273,9.422735214233398,25.299882888793945,-0.5126774311065674,33.656002044677734,49.27364730834961,0.0,0.0,-0.21279287338256836,1.0,1.0,0.0,0.985755205154419,,,,,,,,,,,,,,,,
1783985116.714,81464000,189,2,255,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,2.450000047683716,0.0,0.0,-0.39417263865470886,-2.813488006591797,0.6098113656044006,1.0,-0.8589910864830017,0.8589910864830017,0.9111316800117493,-0.9111316800117493
1783985116.747,81485000,190,1,0,0,10.0,24.793537139892578,10.0,24.793537139892578,9.279327392578125,25.22905731201172,-0.4355207085609436,29.7938289642334,43.048892974853516,0.0,0.0,-0.20646250247955322,1.0,1.0,0.0,-0.8588387370109558,,,,,,,,,,,,,,,,
1783985116.765,81499000,191,1,1,0,10.0,25.206335067749023,10.0,25.206335067749023,9.29101848602295,25.215673446655273,-0.009340047836303711,48.18675231933594,48.525733947753906,0.0,0.0,0.2063344419002533,1.0,1.0,0.0,1.418347954750061,,,,,,,,,,,,,,,,
1783985116.784,81516000,192,1,2,0,10.0,25.21534538269043,10.0,25.21534538269043,9.103021621704102,25.20010757446289,0.015237927436828613,48.04846954345703,47.75203323364258,0.0,0.0,0.21534526348114014,1.0,1.0,0.0,-1.3986754417419434,,,,,,,,,,,,,,,,
1783985116.807,81536000,193,1,3,0,10.0,24.784902572631836,10.0,24.784902572631836,9.421672821044922,25.298377990722656,-0.5134761333465576,33.64616394042969,49.260475158691406,0.0,0.0,-0.2150980681180954,1.0,1.0,0.0,0.9851135611534119,,,,,,,,,,,,,,,,
1783985116.834,81559000,194,2,255,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,2.450000047683716,0.0,0.0,-0.4065040349960327,-2.8086023330688477,0.6084260940551758,1.0,-0.8480272889137268,0.8480272889137268,0.9145720601081848,-0.9145720601081848
1783985116.861,81586000,195,1,0,0,10.0,24.79538917541504,10.0,24.79538917541504,9.281340599060059,25.22878646850586,-0.4333972930908203,29.91460609436035,43.05813980102539,0.0,0.0,-0.20460990071296692,1.0,1.0,0.0,-0.8625078797340393,,,,,,,,,,,,,,,,
1783985116.864,81613000,196,1,1,0,10.0,25.20437240600586,10.0,25.20437240600586,9.291473388671875,25.214635848999023,-0.010263919830322266,48.35636901855469,48.51698303222656,0.0,0.0,0.20437154173851013,1.0,1.0,0.0,1.4240626096725464,,,,,,,,,,,,,,,,
1783985116.897,81635000,197,1,2,0,10.0,25.212520599365234,10.0,25.212520599365234,9.106087684631348,25.198989868164062,0.013530254364013672,48.11191177368164,47.73817443847656,0.0,0.0,0.21252015233039856,1.0,1.0,0.0,-1.4010415077209473,,,,,,,,,,,,,,,,
1783985116.916,81649000,198,1,3,0,10.0,24.78772735595703,10.0,24.78772735595703,9.422285079956055,25.301799774169922,-0.5140721797943115,33.6595344543457,49.27503967285156,0.0,0.0,-0.2122717946767807,1.0,1.0,0.0,0.9859883785247803,,,,,,,,,,,,,,,,
1783985116.936,81667000,199,2,255,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,2.450000047683716,0.0,0.0,-0.39513641595840454,-2.8042080402374268,0.607179582118988,1.0,-0.8513979911804199,0.8513979911804199,0.9044462442398071,-0.9044462442398071
1783985116.960,81688000,200,1,0,0,10.0,24.795215606689453,10.0,24.795215606689453,9.281037330627441,25.227005004882812,-0.43178945779800415,29.959590911865234,43.05476760864258,0.0,0.0,-0.20478346943855286,1.0,1.0,0.0,-0.8640589714050293,,,,,,,,,,,,,,,,
1783985116.986,81711000,201,1,1,0,10.0,25.204605102539062,10.0,25.204605102539062,9.290879249572754,25.21581268310547,-0.011208653450012207,48.31986999511719,48.519432067871094,0.0,0.0,0.2046048641204834,1.0,1.0,0.0,1.422856092453003,,,,,,,,,,,,,,,,
