host_time_s,time_us,seq,frame_type,leg_id,flags,raw_target_x_cm,raw_target_y_cm,target_x_cm,target_y_cm,actual_x_cm,actual_y_cm,error_y_cm,fy_total_n,fy_up_n,fy_sag_n,swing_unload_n,support_y_bias_cm,stance_entry_ramp,stance_support_ramp,sag_rescue,tau_ff_knee_nm,gait_cmd_vx_mps,gait_cmd_wz_radps,gait_target_stride_cm,gait_target_lift_cm,gait_stride_cm,gait_lift_cm,wheel_leg_base_mps,wheel_leg_turn_mps,roll_err_filt_deg,pitch_err_filt_deg,comp_scale,vibration_scale,support_force_bias_leg0_n,support_force_bias_leg1_n,support_force_bias_leg2_n,support_force_bias_leg3_n
1783988647.018,88690000,186,1,3,0,10.0,24.96249771118164,10.0,24.96249771118164,9.071981430053711,25.43564224243164,-0.47314465045928955,35.429420471191406,49.944644927978516,0.0,0.0,-0.03750176355242729,1.0,1.0,0.0,1.0075926780700684,,,,,,,,,,,,,,,,
1783988647.036,88705000,187,2,255,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,2.450000047683716,0.0,0.0,-1.3213553428649902,-0.6737498641014099,0.20570045709609985,1.0,0.15414460003376007,-0.15414460003376007,0.23261435329914093,-0.23261435329914093
1783988647.060,88724000,188,1,0,0,10.0,25.01865005493164,10.0,25.01865005493164,8.792279243469238,25.538921356201172,-0.5202710628509521,28.27109718322754,44.06031036376953,0.0,0.0,0.018649782985448837,1.0,1.0,0.0,-0.7672390341758728,,,,,,,,,,,,,,,,
1783988647.081,88745000,189,1,1,0,10.0,24.981456756591797,10.0,24.981456756591797,9.475890159606934,25.099143981933594,-0.1176878809928894,44.01620101928711,47.51622009277344,0.0,0.0,-0.0185430645942688,1.0,1.0,0.0,1.3107845783233643,,,,,,,,,,,,,,,,
1783988647.108,88769000,190,1,2,0,10.0,25.03696060180664,10.0,25.03696060180664,8.832263946533203,25.015169143676758,0.021791458129882812,47.72966003417969,47.06362533569336,0.0,0.0,0.036961354315280914,1.0,1.0,0.0,-1.3724132776260376,,,,,,,,,,,,,,,,
1783988647.109,88796000,191,1,3,0,10.0,24.963125228881836,10.0,24.963125228881836,9.071781158447266,25.43712043762207,-0.47399550676345825,35.417598724365234,49.94872283935547,0.0,0.0,-0.036873847246170044,1.0,1.0,0.0,1.0076016187667847,,,,,,,,,,,,,,,,
1783988647.144,88817000,192,2,255,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,2.450000047683716,0.0,0.0,-1.3146575689315796,-0.6780463457107544,0.20420268177986145,1.0,0.15118160843849182,-0.15118160843849182,0.23011377453804016,-0.23011377453804016
1783988647.162,88832000,193,1,0,0,10.0,25.018199920654297,10.0,25.018199920654297,8.789432525634766,25.53844451904297,-0.5202442407608032,28.141128540039062,44.05734634399414,0.0,0.0,0.018199680373072624,1.0,1.0,0.0,-0.7625070810317993,,,,,,,,,,,,,,,,
1783988647.182,88849000,194,1,1,0,10.0,24.981687545776367,10.0,24.981687545776367,9.475356101989746,25.100248336791992,-0.11856257915496826,43.8892822265625,47.51763153076172,0.0,0.0,-0.01831296645104885,1.0,1.0,0.0,1.3064359426498413,,,,,,,,,,,,,,,,
1783988647.207,88870000,195,1,2,0,10.0,25.037078857421875,10.0,25.037078857421875,8.82846736907959,25.016521453857422,0.020554661750793457,47.780216217041016,47.064334869384766,0.0,0.0,0.03707973659038544,1.0,1.0,0.0,-1.3734933137893677,,,,,,,,,,,,,,,,
1783988647.233,88895000,196,1,3,0,10.0,24.962974548339844,10.0,24.962974548339844,9.070854187011719,25.436603546142578,-0.473630428314209,35.68526840209961,49.94757080078125,0.0,0.0,-0.03702627867460251,1.0,1.0,0.0,1.0157949924468994,,,,,,,,,,,,,,,,
1783988647.235,88921000,197,2,255,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,3.0,2.450000047683716,0.0,0.0,-1.3155829906463623,-0.6678946018218994,0.20440933108329773,1.0,0.1527402102947235,-0.1527402102947235,0.2293071746826172,-0.2293071746826172
1783988647.268,88942000,198,1,0,0,10.0,25.01847267150879,10.0,25.01847267150879,8.791338920593262,25.539621353149414,-0.5211502313613892,28.052608489990234,44.058109283447266,0.0,0.0,0.018473416566848755,1.0,1.0,0.0,-0.7600849270820618,,,,,,,,,,,,,,,,
1783988647.286,88956000,199,1,1,0,10.0,24.981624603271484,10.0,24.981624603271484,9.475203514099121,25.099308013916016,-0.11768341064453125,43.805110931396484,47.51841354370117,0.0,0.0,-0.01837526075541973,1.0,1.0,0.0,1.3038020133972168,,,,,,,,,,,,,,,,
1783988647.303,88973000,200,1,2,0,10.0,25.036048889160156,10.0,25.036048889160156,8.833332061767578,25.01427459716797,0.021773576736450195,47.708438873291016,47.05840301513672,0.0,0.0,0.03604871407151222,1.0,1.0,0.0,-1.3717694282531738,,,,,,,,,,,,,,,,
